Speaker,Title,Link,Date,Year,Month,Gender
Spencer W. Kimball,Privileges and Responsibilities of Sisters,https://www.lds.org/general-conference/1978/10?lang=eng,10/1/78,1978,10,M
Ted E. Brewerton,The Gospel Makes People Happy,https://www.lds.org/general-conference/1978/10?lang=eng,10/1/78,1978,10,M
Thomas S. Monson,Profiles of Faith,https://www.lds.org/general-conference/1978/10?lang=eng,10/1/78,1978,10,M
Vaughn J. Featherstone,“What Are the Blessings of a Mission? Can Ye Tell?”,https://www.lds.org/general-conference/1978/10?lang=eng,10/1/78,1978,10,M
Victor L. Brown,"The Remarkable Example of the Bermejillo, Mexico, Branch",https://www.lds.org/general-conference/1978/10?lang=eng,10/1/78,1978,10,M
Barbara B. Smith,A Call to Action,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,F
Arch Monson,Presentation of Scouting Award,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Bernard P. Brockbank,The Living Christ,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Boyd K. Packer,The Mediator,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Bruce R. McConkie,"Come, Know the Lord Jesus",https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Bruce R. McConkie,Come:Let Israel Build Zion,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
David B. Haight,“We Beheld His Glory”,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Delbert L. Stapley,What Constitutes the True Church,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Ezra Taft Benson,Prayer,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Ezra Taft Benson,Ministering to Needs through the Lord’s Storehouse System,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Francis M. Gibbons,Statistical Report 1976,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Franklin D. Richards,Lengthening Your Stride as a Missionary,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
G. Homer Durham,The Validity of the Gospel,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
Gordon B. Hinckley,Joseph the Seer,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
H. Burke Peterson,The Daily Portion of Love,https://www.lds.org/general-conference/1977/04?lang=eng,4/1/77,1977,4,M
